city_id,city_name,state,city_label,agency_type,latitude,longitude,population
CA0431400,Santa Clara,CA,"Santa Clara, CA",City,37.2333253,-121.6846349,134290
CA0431600,Sunnyvale,CA,"Sunnyvale, CA",City,37.3688301,-122.036349,157191
CA0440000,Santa Cruz,CA,"Santa Cruz, CA",County,37.050096,-121.99059,125144
CA0440200,Santa Cruz,CA,"Santa Cruz, CA",City,37.050096,-121.99059,62473
CA0480300,Fairfield,CA,"Fairfield, CA",City,38.2493581,-122.039966,123346
CA0480600,Vacaville,CA,"Vacaville, CA",City,38.3565773,-121.9877444,104462
CA0480700,Vallejo,CA,"Vallejo, CA",City,38.1040864,-122.2566367,122870
CA0490000,Sonoma,CA,"Sonoma, CA",County,38.5110803,-122.8473388,131223
CA0490500,Santa Rosa,CA,"Santa Rosa, CA",City,38.4404925,-122.7141049,177414
CA0490800,Petaluma,CA,"Petaluma, CA",City,38.2325829,-122.636465,59305
CA0540000,Tulare,CA,"Tulare, CA",County,36.2516475,-118.852583,133411
CA0540500,Porterville,CA,"Porterville, CA",City,36.06523,-119.0167679,63646
CA0540600,Tulare,CA,"Tulare, CA",City,36.2516475,-118.852583,73442
CA0540700,Visalia,CA,"Visalia, CA",City,36.3302284,-119.292058,147414
CA0560100,Camarillo,CA,"Camarillo, CA",City,34.2176371,-119.0383541,69673
CA0560400,Oxnard,CA,"Oxnard, CA",City,34.1976308,-119.180381,200296
CA0560700,Thousand Oaks,CA,"Thousand Oaks, CA",City,34.1705609,-118.8375937,123592
CA0560800,Ventura,CA,"Ventura, CA",City,34.4458248,-119.0779359,109633
CA0560900,Simi Valley,CA,"Simi Valley, CA",City,34.2677404,-118.7538071,125637
CA0570100,Davis,CA,"Davis, CA",City,38.5435526,-121.739005,67181
CO0010000,Adams,CO,"Adams, CO",County,39.8714085,-104.2701374,101425
CO0010100,Aurora,CO,"Aurora, CO",City,39.7401441,-104.8733376,407319
CO0010400,Thornton,CO,"Thornton, CO",City,39.8695516,-104.985181,147837
CO0030000,Arapahoe,CO,"Arapahoe, CO",County,39.6416781,-104.3628567,108141
CO0031100,Centennial,CO,"Centennial, CO",City,39.579155,-104.8769227,109020
CO0070100,Boulder,CO,"Boulder, CO",City,40.0149856,-105.270545,106426
CO0180000,Douglas,CO,"Douglas, CO",County,39.3420437,-104.9468945,231244
CO0180500,Parker,CO,"Parker, CO",City,39.5184514,-104.7612638,67244
CO0210000,El Paso,CO,"El Paso, CO",County,38.8287435,-104.5253456,210336
CO0210100,Colorado Springs,CO,"Colorado Springs, CO",City,38.8339578,-104.825348,496560
CO0300000,Jefferson,CO,"Jefferson, CO",County,39.5699803,-105.2561919,197128
CO0300100,Arvada,CO,"Arvada, CO",City,39.8005505,-105.0811573,121261
CO0350300,Fort Collins,CO,"Fort Collins, CO",City,40.5871782,-105.0770113,171159
CO0350400,Loveland,CO,"Loveland, CO",City,40.3977612,-105.07498,82330
CO0390100,Grand Junction,CO,"Grand Junction, CO",City,39.0672568,-108.56448,71807
CO0640100,Broomfield,CO,"Broomfield, CO",City,39.9403995,-105.05208,79451
CODPD0000,Denver,CO,"Denver, CO",City,39.7392364,-104.984862,733212
CT0001500,Bridgeport,CT,"Bridgeport, CT",City,41.1792695,-73.1887863,152588
CT0001700,Bristol,CT,"Bristol, CT",City,41.6711752,-72.9430128,62563
CT0003400,Danbury,CT,"Danbury, CT",City,41.394817,-73.4540111,89355
CT0004300,East Hartford,CT,"East Hartford, CT",City,41.767914,-72.644512,51190
CT0005100,Fairfield,CT,"Fairfield, CT",City,41.1412078,-73.2637258,66290
CT0006400,Hartford,CT,"Hartford, CT",City,41.764582,-72.6908547,122548
CT0007700,Manchester,CT,"Manchester, CT",City,41.7834017,-72.5231973,60061
CT0008000,Meriden,CT,"Meriden, CT",City,41.5381803,-72.8026908,60906
CT0008400,Milford,CT,"Milford, CT",City,41.2222218,-73.0570603,53760
CT0008900,New Britain,CT,"New Britain, CT",City,41.6612104,-72.7795419,76622
CT0013500,Stamford,CT,"Stamford, CT",City,41.0534302,-73.5387341,140066
CT0013800,Stratford,CT,"Stratford, CT",City,41.1923646,-73.1304917,53961
CT0015100,Waterbury,CT,"Waterbury, CT",City,41.5539066,-73.0438067,116419
CT0015500,West Hartford,CT,"West Hartford, CT",City,41.7620447,-72.7420399,64453
DCMPD0000,Washington,DC,"Washington, DC",City,38.8950982,-77.0363849,693645
FL0130600,Miami,FL,"Miami, FL",City,25.7741566,-80.1935973,498792
FL0130700,Miami Beach,FL,"Miami Beach, FL",City,25.7929198,-80.1353006,83453
FL0160000,Jacksonville,FL,"Jacksonville, FL",City,30.3262247,-81.6579179,1008920
FL0580000,Sarasota,FL,"Sarasota, FL",County,27.1813609,-82.3609195,287365
GA0447100,Dunwoody,GA,"Dunwoody, GA",City,33.9463786,-84.3342686,51850
GA0470100,Albany,GA,"Albany, GA",City,31.5782062,-84.1556809,66132
GA0580000,Forsyth,GA,"Forsyth, GA",County,34.235309,-84.1335644,276364
GA0600400,Alpharetta,GA,"Alpharetta, GA",City,34.0755962,-84.2945964,67702
GA0600500,Roswell,GA,"Roswell, GA",City,34.02332,-84.360022,92178
GA0605800,Johns Creek,GA,"Johns Creek, GA",City,34.0181557,-84.190196,80930
GA0690000,Hall,GA,"Hall, GA",County,34.2905901,-83.8194028,152703
GA1100000,Paulding,GA,"Paulding, GA",County,33.8908526,-84.8569161,172495
GAAPD0000,Atlanta,GA,"Atlanta, GA",City,33.7544657,-84.3898151,525939
HI0020000,Honolulu,HI,"Honolulu, HI",City,21.304547,-157.855676,987000
IA0070300,Waterloo,IA,"Waterloo, IA",City,42.498275,-92.3328743,67531
IA0310100,Dubuque,IA,"Dubuque, IA",City,42.5006243,-90.6647985,58822
IA0520200,Iowa City,IA,"Iowa City, IA",City,41.6612561,-91.5299106,77166
IA0570100,Cedar Rapids,IA,"Cedar Rapids, IA",City,41.9758872,-91.6704053,137918
IA0770100,Ankeny,IA,"Ankeny, IA",City,41.7320796,-93.605092,78916
IA0770300,Des Moines,IA,"Des Moines, IA",City,41.5868654,-93.6249494,212933
IA0770500,West Des Moines,IA,"West Des Moines, IA",City,41.5644476,-93.7594059,74901
IA0780100,Council Bluffs,IA,"Council Bluffs, IA",City,41.258841,-95.8519484,62635
IA0820200,Davenport,IA,"Davenport, IA",City,41.5224692,-90.5756401,100761
IA0850100,Ames,IA,"Ames, IA",City,42.0267567,-93.6170448,69676
IA0970100,Sioux City,IA,"Sioux City, IA",City,42.4966815,-96.4058782,87125
ID0010000,Ada,ID,"Ada, ID",County,43.4136539,-116.2367421,145483
ID0010300,Meridian,ID,"Meridian, ID",City,43.6086295,-116.392326,145320
ID0030200,Pocatello,ID,"Pocatello, ID",City,42.8620287,-112.450627,58690
ID0100200,Idaho Falls,ID,"Idaho Falls, ID",City,43.4887907,-112.03628,70454
ID0280100,Coeur D Alene,ID,"Coeur D Alene, ID",City,47.6742994,-116.7811531,57973
ID0420200,Twin Falls,ID,"Twin Falls, ID",City,42.5558542,-114.4700684,56494
IL0100100,Champaign,IL,"Champaign, IL",City,40.1164841,-88.2430932,92875
IL0160200,Arlington Heights,IL,"Arlington Heights, IL",City,42.0811563,-87.9802164,75155
IL0162100,Cicero,IL,"Cicero, IL",City,41.8455398,-87.7540199,81401
IL0162A00,Schaumburg,IL,"Schaumburg, IL",City,42.0333608,-88.083406,76773
IL0163200,Evanston,IL,"Evanston, IL",City,42.0693991,-87.682932,75562
IL0164A00,Skokie,IL,"Skokie, IL",City,42.0262972,-87.7521069,65401
IL0165M00,Tinley Park,IL,"Tinley Park, IL",City,41.5733669,-87.7844944,54618
IL0167200,Mount Prospect,IL,"Mount Prospect, IL",City,42.0664167,-87.9372908,55157
IL0168000,Oak Lawn,IL,"Oak Lawn, IL",City,41.7108662,-87.7581081,56136
IL0168400,Palatine,IL,"Palatine, IL",City,42.1105502,-88.0434304,65532
IL0580200,Decatur,IL,"Decatur, IL",City,39.8454163,-88.9524151,68221
IL0840200,Springfield,IL,"Springfield, IL",City,39.7990175,-89.6439575,112595
IL0990000,Will,IL,"Will, IL",County,41.4194058,-87.9994754,103299
IL0990200,Bolingbrook,IL,"Bolingbrook, IL",City,41.7003302,-88.0717708,74990
IL1010400,Rockford,IL,"Rockford, IL",City,42.2713945,-89.093966,147186
ILCPD0000,Chicago,IL,"Chicago, IL",City,41.8755616,-87.6244212,2715488
IN0020100,Fort Wayne,IN,"Fort Wayne, IN",City,41.0799898,-85.1386015,275451
IN0180100,Muncie,IN,"Muncie, IN",City,40.1936892,-85.3865271,65375
IN0290100,Carmel,IN,"Carmel, IN",City,39.9784186,-86.1283681,104553
IN0290200,Noblesville,IN,"Noblesville, IN",City,40.0460881,-86.0139854,76565
IN0290400,Westfield,IN,"Westfield, IN",City,40.0428151,-86.1274888,67775
IN0290700,Fishers,IN,"Fishers, IN",City,39.9555928,-86.0138729,105143
IN0410300,Greenwood,IN,"Greenwood, IN",City,39.6136987,-86.1095429,69268
IN0710000,St Joseph,IN,"St Joseph, IN",County,41.5941578,-86.2787334,110648
IN0710200,South Bend,IN,"South Bend, IN",City,41.6833813,-86.2500066,103804
IN0820100,Evansville,IN,"Evansville, IN",City,37.970495,-87.5715641,114905
INIPD0000,Indianapolis,IN,"Indianapolis, IN",City,39.7683331,-86.1583502,903574
KS0460900,Shawnee,KS,"Shawnee, KS",City,39.0273676,-95.7627535,70311
KS0461000,Lenexa,KS,"Lenexa, KS",City,38.9697458,-94.7845837,59913
KY0080000,Boone,KY,"Boone, KY",County,38.962345,-84.7206912,111845
KY0300100,Owensboro,KY,"Owensboro, KY",City,37.7742152,-87.1133304,60774
KY0340200,Lexington,KY,"Lexington, KY",City,38.0464066,-84.4970393,330994
KY0568000,Louisville,KY,"Louisville, KY",City,38.2542376,-85.759407,691630
KY1140100,Bowling Green,KY,"Bowling Green, KY",City,36.9929203,-86.4428677,80821
LA0080100,Bossier City,LA,"Bossier City, LA",City,32.515887,-93.7336536,63346
LA0090100,Shreveport,LA,"Shreveport, LA",City,32.5135356,-93.7477839,174114
LA0100200,Lake Charles,LA,"Lake Charles, LA",City,30.2305095,-93.2169807,80280
LA0170200,Baton Rouge,LA,"Baton Rouge, LA",City,30.4494155,-91.1869659,219587
LA0260000,Jefferson,LA,"Jefferson, LA",County,29.8502657,-90.1293894,327213
LA0280300,Lafayette,LA,"Lafayette, LA",City,30.2262187,-92.0178202,122489
LA0320000,Livingston,LA,"Livingston, LA",County,30.4158699,-90.7189344,138874
LANPD0000,New Orleans,LA,"New Orleans, LA",City,29.9561422,-90.0733934,360272
MA0031100,New Bedford,MA,"New Bedford, MA",City,41.6362152,-70.934205,101139
MA0031900,Taunton,MA,"Taunton, MA",City,41.9019257,-71.0931485,62418
MA0051100,Haverhill,MA,"Haverhill, MA",City,42.7777829,-71.0767724,68267
MA0051300,Lawrence,MA,"Lawrence, MA",City,42.7070354,-71.1631137,89201
MA0051400,Lynn,MA,"Lynn, MA",City,42.466763,-70.9494939,103819
MA0051900,Methuen,MA,"Methuen, MA",City,42.7262016,-71.1908924,54591
MA0070500,Chicopee,MA,"Chicopee, MA",City,42.1487691,-72.6071119,55222
MA0071800,Springfield,MA,"Springfield, MA",City,42.1018764,-72.5886727,154390
MA0091100,Cambridge,MA,"Cambridge, MA",City,42.3656347,-71.1040018,121634
MA0091700,Everett,MA,"Everett, MA",City,42.4085897,-71.0542002,52437
MA0094700,Waltham,MA,"Waltham, MA",City,42.3762385,-71.2355644,66089
MA0112000,Quincy,MA,"Quincy, MA",City,42.2509914,-71.0037374,103649
MA0112700,Weymouth,MA,"Weymouth, MA",City,42.2212188,-70.9391625,60691
MA0130100,Boston,MA,"Boston, MA",City,42.3588336,-71.0578303,671262
MA0130400,Revere,MA,"Revere, MA",City,42.4084302,-71.0119948,60265
MD0030100,Baltimore,MD,"Baltimore, MD",County,39.4445243,-76.6483482,849486
MD0140100,Howard,MD,"Howard, MD",County,39.2305289,-76.9166241,340315
MD0160400,Montgomery,MD,"Montgomery, MD",County,39.1406267,-77.2075612,924573
MD0172100,Prince George's,MD,"Prince George's, MD",County,38.803929,-76.8518695,741477
MD0220000,Washington,MD,"Washington, MD",County,39.5893502,-77.710254,104674
MDBPD0000,Baltimore,MD,"Baltimore, MD",City,39.2908816,-76.610759,562811
MI1323700,Battle Creek,MI,"Battle Creek, MI",City,42.3192548,-85.1824269,61225
MI3351900,Lansing,MI,"Lansing, MI",City,42.7338254,-84.5546295,114787
MI3913900,Kalamazoo,MI,"Kalamazoo, MI",County,42.2494968,-85.5372797,105442
MI4114100,Kent,MI,"Kent, MI",County,43.0024013,-85.5502718,270333
MI4143600,Grand Rapids,MI,"Grand Rapids, MI",City,42.9632425,-85.6678639,200467
MI4183400,Wyoming,MI,"Wyoming, MI",City,42.9132581,-85.7057035,79015
MI5015000,Macomb,MI,"Macomb, MI",County,42.6741189,-82.902901,192263
MI5072200,St. Clair Shores,MI,"St. Clair Shores, MI",City,42.4969652,-82.8890965,57908
MI5074000,Shelby Township,MI,"Shelby Township, MI",City,43.5974492,-86.3379509,80698
MI5076500,Sterling Heights,MI,"Sterling Heights, MI",City,42.5803122,-83.0302033,134402
MI5080600,Warren,MI,"Warren, MI",City,42.4932575,-83.0062746,137310
MI631910X,Rochester Hills,MI,"Rochester Hills, MI",City,42.6583661,-83.1499322,78888
MI6338900,Farmington Hills,MI,"Farmington Hills, MI",City,42.4853125,-83.3771553,84262
MI6362700,Novi,MI,"Novi, MI",City,42.48059,-83.4754913,68068
MI6367300,Pontiac,MI,"Pontiac, MI",City,42.6389216,-83.2910468,62702
MI6371400,Royal Oak,MI,"Royal Oak, MI",City,42.4894801,-83.1446485,58300
MI6375100,Southfield,MI,"Southfield, MI",City,42.4733689,-83.2218731,76992
MI6378400,Troy,MI,"Troy, MI",City,42.6055893,-83.1499304,89741
MI6380800,Waterford Township,MI,"Waterford Township, MI",City,42.6706391,-83.3896241,70573
MI6381500,West Bloomfield Township,MI,"West Bloomfield Township, MI",City,42.5684073,-83.3740333,66804
MI8118100,Washtenaw,MI,"Washtenaw, MI",County,42.2582044,-83.8440853,162060
MI8121800,Ann Arbor,MI,"Ann Arbor, MI",City,42.2813722,-83.7484616,122740
MI8234300,Dearborn,MI,"Dearborn, MI",City,42.3222599,-83.1763145,105599
MI8234400,Dearborn Heights,MI,"Dearborn Heights, MI",City,42.3369816,-83.2732627,60548
MI8234900,Detroit,MI,"Detroit, MI",City,42.3315509,-83.046640300000007,642155
MI8253800,Livonia,MI,"Livonia, MI",City,42.36837,-83.3527097,92547
MI8277500,Taylor,MI,"Taylor, MI",City,42.240872,-83.2696509,61146
MI8281700,Westland,MI,"Westland, MI",City,42.3238056,-83.4005321,82161
MI8290800,Canton Township,MI,"Canton Township, MI",City,42.3076547,-83.4868961,100042
MN0020200,Blaine,MN,"Blaine, MN",City,45.1607987,-93.2349489,76398
MN0020500,Coon Rapids,MN,"Coon Rapids, MN",City,45.1728923,-93.3023898,63860
MN0190100,Burnsville,MN,"Burnsville, MN",City,44.7670567,-93.2773887,64952
MN0191000,Apple Valley,MN,"Apple Valley, MN",City,44.7319094,-93.21772,55025
MN0191100,Lakeville,MN,"Lakeville, MN",City,44.650051,-93.2432791,80095
MN0270100,Bloomington,MN,"Bloomington, MN",City,44.8322405,-93.3204872,87974
MN0270300,Brooklyn Park,MN,"Brooklyn Park, MN",City,45.1004807,-93.3443585,82087
MN0270600,Edina,MN,"Edina, MN",City,44.8897027,-93.3501222,53617
MN0271100,Minneapolis,MN,"Minneapolis, MN",City,44.9772995,-93.2654692,428057
MN0271700,Plymouth,MN,"Plymouth, MN",City,45.0065149,-93.46651,77963
MN0272600,Eden Prairie,MN,"Eden Prairie, MN",City,44.8546856,-93.470786,62593
MN0272700,Maple Grove,MN,"Maple Grove, MN",City,45.0984983,-93.4419222,73363
MN0550100,Rochester,MN,"Rochester, MN",City,44.0234387,-92.4630182,124142
MN0620900,St. Paul,MN,"St. Paul, MN",City,44.9497487,-93.0931028,307657
MN0690600,Duluth,MN,"Duluth, MN",City,46.7838287,-92.1052679,88307
MN0730400,St. Cloud,MN,"St. Cloud, MN",City,45.5616075,-94.1642004,72794
MN0821100,Woodbury,MN,"Woodbury, MN",City,44.919896,-92.9339449,81929
MN0860000,Wright,MN,"Wright, MN",County,45.1489061,-93.9639196,135626
MO0100200,Columbia,MO,"Columbia, MO",City,38.951883,-92.3337366,132072
MO0110100,St Joseph,MO,"St Joseph, MO",City,39.7686055,-94.8466322,70838
MO0390300,Springfield,MO,"Springfield, MO",City,37.2081729,-93.2922715,170958
MO0480100,Blue Springs,MO,"Blue Springs, MO",City,39.017316,-94.282265,61854
MO0480600,Independence,MO,"Independence, MO",City,39.0924792,-94.4137923,121329
MO0490700,Joplin,MO,"Joplin, MO",City,37.0841838,-94.5133385,54063
MO0500000,Jefferson,MO,"Jefferson, MO",County,38.267166,-90.5721889,168412
MO0920100,O'Fallon,MO,"O'Fallon, MO",City,38.7902503,-90.7033292,96304
MO0920300,St Charles,MO,"St Charles, MO",City,38.7877791,-90.6747372,72881
MO0920400,St Peters,MO,"St Peters, MO",City,38.791612,-90.5958468,62360
MO0950000,St Louis,MO,"St Louis, MO",County,38.6398744,-90.5188128,400341
MOKPD0000,Kansas City,MO,"Kansas City, MO",City,39.100105,-94.5781416,518039
MOSPD0000,St Louis,MO,"St Louis, MO",City,38.6254063,-90.190009,274819
MS0170100,Southaven,MS,"Southaven, MS",City,34.9873822,-90.0034862,58174
MT0070100,Great Falls,MT,"Great Falls, MT",City,47.5048851,-111.29189,59904
MT0160100,Bozeman,MT,"Bozeman, MT",City,45.6794293,-111.044047,58949
MT0320100,Missoula,MT,"Missoula, MT",City,46.8701049,-113.995267,79184
MT0560100,Billings,MT,"Billings, MT",City,45.7874957,-108.49607,122571
NB0280000,Douglas,NE,"Douglas, NE",County,41.2954112,-96.1415672,103800
NB0280200,Omaha,NE,"Omaha, NE",City,41.2587459,-95.9383758,488395
NB0400100,Grand Island,NE,"Grand Island, NE",City,40.924271,-98.338685,53307
NB0550100,Lincoln,NE,"Lincoln, NE",City,40.8088861,-96.7077751,302860
NB0770000,Sarpy,NE,"Sarpy, NE",County,41.0923005,-96.1007561,102219
NB0770100,Bellevue,NE,"Bellevue, NE",City,41.1365122,-95.8937398,64686
NC0010100,Burlington,NC,"Burlington, NC",City,36.0956918,-79.4377991,62361
NC0110000,Buncombe,NC,"Buncombe, NC",County,35.6292222,-82.5255603,162165
NC0110100,Asheville,NC,"Asheville, NC",City,35.595363,-82.5508407,95155
NC0130100,Concord,NC,"Concord, NC",City,35.4094178,-80.5800049,114348
